Sample	Nevus area sq mkn 	X coord	Y coord	GFP MC area	MC x coord	MC y coors	Commentary
1233-1	1121.4	351.00	113.00	92.550	258.00	6.0000	
	9398.8	481.00	137.00	80.210	137.00	50.000	
	302.34	367.00	296.00	137.29	245.00	50.000	
	632.45	37.000	466.00	101.81	115.00	98.000	
	3032.7	268.00	501.00	109.52	152.00	121.00	
	1087.5	587.00	520.00	194.36	561.00	120.00	
				121.86	109.00	188.00	
				198.99	555.00	196.00	
				198.99	568.00	212.00	
				217.50	532.00	216.00	
				191.28	550.00	233.00	
				232.93	618.00	255.00	
				243.73	613.00	309.00	
				402.61	548.00	377.00	
				365.59	589.00	375.00	
				148.09	198.00	480.00	
				146.54	155.00	499.00	
				246.81	512.00	504.00	
				107.98	224.00	526.00	
				447.34	536.00	540.00	
				367.13	500.00	553.00	
				394.90	452.00	582.00	
1233-2	1443.8	255.00	147.00	120.32	308.00	83.000	
	3369.0	198.00	255.00	95.640	298.00	63.000	
	2532.9	304.00	283.00	155.80	202.00	346.00	
	7874.8	388.00	360.00	232.93	45.000	361.00	
	1269.5	334.00	437.00	236.01	244.00	329.00	
				78.670	78.000	418.00	
				175.85	31.000	432.00	
				112.61	440.00	432.00	
				157.34	583.00	475.00	
				126.49	67.000	536.00	
				84.840	499.00	521.00	
				146.54	337.00	560.00	
				146.54	191.00	618.00	
1233-3	913.20	191.00	156.00	559.95	271.00	117.00	
	1832.6	504.00	198.00	220.59	443.00	223.00	
	294.63	67.000	176.00	197.45	96.000	505.00	
	356.33	117.00	192.00	86.380	45.000	586.00	
	652.50	376.00	315.00	100.27	90.000	623.00	
	2070.1	300.00	346.00				
1233-4	2059.3	214.00	125.00	131.12	311.00	42.000	
	1109.1	543.00	183.00	135.75	484.00	72.000	
	1047.4	288.00	317.00	111.06	551.00	73.000	
	4707.9	403.00	349.00	83.300	548.00	90.000	
				97.180	603.00	113.00	
				177.39	399.00	162.00	
				72.500	91.000	202.00	
				101.81	198.00	214.00	
				143.46	72.000	253.00	
				86.380	185.00	254.00	
				155.80	496.00	332.00	
				120.32	49.000	300.00	
				57.070	85.000	326.00	
				135.75	36.000	388.00	
				451.97	480.00	577.00	
				330.11	511.00	577.00	
1233-5	853.04	401.00	192.00	1686.0	173.00	114.00	
	2161.1	315.00	273.00	101.81	526.00	172.00	
	755.86	563.00	262.00	182.02	462.00	267.00	
	2062.4	255.00	422.00	89.470	227.00	362.00	
	775.91	465.00	458.00	75.590	368.00	495.00	
	1187.8	267.00	567.00	141.92	140.00	511.00	
	1254.1	172.00	609.00	182.02	198.00	530.00	
				145.00	542.00	562.00	
				191.28	485.00	567.00	
				129.58	439.00	582.00	
				151.17	459.00	607.00	
				115.69	534.00	616.00	
				158.88	427.00	630.00	
